UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS NEGERI MEDAN,122011,MATEMATIKA,Sarjana,68,202,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122012,FISIKA,Sarjana,58,78,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,79,104,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122014,GIZI,Sarjana,84,907,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122015,TEKNIK ELEKTRO,Sarjana,68,353,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122016,TEKNIK SIPIL,Sarjana,79,542,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122017,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,Sarjana,79,644,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122018,ILMU KOMPUTER,Sarjana,73,972,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122019,PENDIDIKAN IPA,Sarjana,63,192,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122021,PENDIDIKAN SEJARAH,Sarjana,100,326,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122022,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,100,485,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122023,PENDIDIKAN GEOGRAFI,Sarjana,100,271,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122024,"PEND. JASMANI, KESEHATAN & REKREASI",Sarjana,211,448,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI MEDAN,122025,PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO),Sarjana,211,280,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI MEDAN,122026,PENDIDIKAN LUAR SEKOLAH (PLS),Sarjana,75,109,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122027,PENDIDIKAN EKONOMI,Sarjana,55,268,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122028,MANAJEMEN,Sarjana,79,1.296,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122029,AKUNTANSI,Sarjana,68,953,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,146,924,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122031,PENDIDIKAN BAHASA INGGRIS,Sarjana,148,749,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122032,PENDIDIKAN BAHASA PERANCIS,Sarjana,85,77,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122033,PENDIDIKAN BAHASA JERMAN,Sarjana,85,97,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122034,PENDIDIKAN SENI RUPA,Sarjana,79,83,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI MEDAN,122035,SASTRA INDONESIA,Sarjana,79,214,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122036,SASTRA INGGRIS,Sarjana,79,388,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122038,PENDIDIKAN GURU SEKOLAH DASAR (PGSD),Sarjana,265,2.523,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122039,PENDIDIKAN TATA BOGA,Sarjana,68,509,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122040,PENDIDIKAN TATA RIAS,Sarjana,79,400,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122041,PENDIDIKAN ANTROPOLOGI,Sarjana,100,268,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122042,PEND. GURU PENDIDIKAN ANAK USIA DINI,Sarjana,122,449,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122043,PENDIDIKAN BIMBINGAN DAN KONSELING,Sarjana,122,880,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122044,PENDIDIKAN AKUNTANSI,Sarjana,55,222,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122046,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,55,389,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122047,PENDIDIKAN BISNIS,Sarjana,55,212,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122048,PENDIDIKAN TARI,Sarjana,95,102,Tari
UNIVERSITAS NEGERI MEDAN,122049,PENDIDIKAN MUSIK,Sarjana,95,182,Musik
UNIVERSITAS NEGERI MEDAN,122050,PENDIDIKAN TATA BUSANA,Sarjana,68,533,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122051,SENI PERTUNJUKAN,Sarjana,43,19,Sendratasik
UNIVERSITAS NEGERI MEDAN,122052,ILMU EKONOMI,Sarjana,55,398,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122053,BISNIS DIGITAL,Sarjana,55,532,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122054,KEWIRAUSAHAAN,Sarjana,55,337,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122057,ARSITEKTUR,Sarjana,58,247,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122058,STATISTIKA,Sarjana,58,222,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122056,MANAJEMEN KONSTRUKSI,Sarjana Terapan,79,77,Tidak Ada
UNIVERSITAS NEGERI MEDAN,122055,TEKNIK MESIN,Diploma Tiga,58,158,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS RIAU,131001,FISIKA,Sarjana,48,82,Tidak Ada
UNIVERSITAS RIAU,131002,KIMIA,Sarjana,48,141,Tidak Ada
UNIVERSITAS RIAU,131003,MATEMATIKA,Sarjana,36,122,Tidak Ada
UNIVERSITAS RIAU,131004,BIOLOGI,Sarjana,48,174,Tidak Ada
UNIVERSITAS RIAU,131005,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,202,Tidak Ada
UNIVERSITAS RIAU,131006,BUDIDAYA PERAIRAN,Sarjana,56,127,Tidak Ada
UNIVERSITAS RIAU,131007,ILMU KELAUTAN,Sarjana,40,192,Tidak Ada
UNIVERSITAS RIAU,131008,TEKNOLOGI HASIL PERIKANAN,Sarjana,48,125,Tidak Ada
UNIVERSITAS RIAU,131009,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,28,88,Tidak Ada
UNIVERSITAS RIAU,131010,SOSIAL EKONOMI PERIKANAN,Sarjana,32,109,Tidak Ada
UNIVERSITAS RIAU,131011,AGROTEKNOLOGI,Sarjana,80,727,Tidak Ada
UNIVERSITAS RIAU,131012,SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),Sarjana,48,587,Tidak Ada
UNIVERSITAS RIAU,131013,TEKNOLOGI HASIL PERTANIAN,Sarjana,32,240,Tidak Ada
UNIVERSITAS RIAU,131014,KEHUTANAN,Sarjana,48,514,Tidak Ada
UNIVERSITAS RIAU,131015,TEKNIK SIPIL,Sarjana,48,766,Tidak Ada
UNIVERSITAS RIAU,131016,TEKNIK KIMIA,Sarjana,32,405,Tidak Ada
UNIVERSITAS RIAU,131017,TEKNIK MESIN,Sarjana,32,505,Tidak Ada
UNIVERSITAS RIAU,131018,TEKNIK ELEKTRO,Sarjana,40,434,Tidak Ada
UNIVERSITAS RIAU,131019,PEND. DOKTER,Sarjana,56,1.935,Tidak Ada
UNIVERSITAS RIAU,131020,ILMU KEPERAWATAN,Sarjana,112,1.446,Tidak Ada
UNIVERSITAS RIAU,131021,PEND. MATEMATIKA,Sarjana,48,316,Tidak Ada
UNIVERSITAS RIAU,131022,PEND. BIOLOGI,Sarjana,32,318,Tidak Ada
UNIVERSITAS RIAU,131023,PEND. FISIKA,Sarjana,32,88,Tidak Ada
UNIVERSITAS RIAU,131024,PEND. KIMIA,Sarjana,32,79,Tidak Ada
UNIVERSITAS RIAU,131025,TEKNIK LINGKUNGAN,Sarjana,32,565,Tidak Ada
UNIVERSITAS RIAU,131026,TEKNIK ARSITEK,Sarjana,32,374,Tidak Ada
UNIVERSITAS RIAU,131027,SISTEM INFORMASI,Sarjana,48,904,Tidak Ada
UNIVERSITAS RIAU,131028,TEKNIK INFORMATIKA,Sarjana,32,1.717,Tidak Ada
UNIVERSITAS RIAU,131029,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,32,355,Tidak Ada
UNIVERSITAS RIAU,131030,STATISTIKA,Sarjana,36,229,Tidak Ada
UNIVERSITAS RIAU,131031,HUBUNGAN INTERNASIONAL,Sarjana,64,750,Tidak Ada
UNIVERSITAS RIAU,131032,ILMU PEMERINTAHAN,Sarjana,72,694,Tidak Ada
UNIVERSITAS RIAU,131033,ILMU ADMINISTRASI NEGARA,Sarjana,48,912,Tidak Ada
UNIVERSITAS RIAU,131034,ILMU ADMINISTRASI NIAGA,Sarjana,56,666,Tidak Ada
UNIVERSITAS RIAU,131035,SOSIOLOGI,Sarjana,64,389,Tidak Ada
UNIVERSITAS RIAU,131036,ILMU KOMUNIKASI,Sarjana,72,1.488,Tidak Ada
UNIVERSITAS RIAU,131038,EKONOMI PEMBANGUNAN,Sarjana,64,442,Tidak Ada
UNIVERSITAS RIAU,131039,MANAJEMEN,Sarjana,132,2.018,Tidak Ada
UNIVERSITAS RIAU,131040,AKUNTANSI,Sarjana,124,1.312,Tidak Ada
UNIVERSITAS RIAU,131041,ILMU HUKUM,Sarjana,120,1.454,Tidak Ada
UNIVERSITAS RIAU,131042,PEND. EKONOMI,Sarjana,48,233,Tidak Ada
UNIVERSITAS RIAU,131043,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,32,299,Tidak Ada
UNIVERSITAS RIAU,131044,PEND. SEJARAH,Sarjana,32,250,Tidak Ada
UNIVERSITAS RIAU,131045,"PEND. BAHASA, SASTRA INDONEIA & DAERAH",Sarjana,48,502,Tidak Ada
UNIVERSITAS RIAU,131046,PEND. BHS. INGGRIS,Sarjana,48,529,Tidak Ada
UNIVERSITAS RIAU,131047,PEND. BAHASA JEPANG,Sarjana,32,110,Tidak Ada
UNIVERSITAS RIAU,131048,PEND. LUAR SEKOLAH,Sarjana,32,68,Tidak Ada
UNIVERSITAS RIAU,131049,BIMBINGAN KONSELING,Sarjana,32,611,Tidak Ada
UNIVERSITAS RIAU,131050,PEND JASMANI KESEHATAN & REKREASI,Sarjana,32,138,Pendidikan Jasmani dan Olahraga
UNIVERSITAS RIAU,131051,PEND KEPELATIHAN OLAHRAGA,Sarjana,32,94,Pendidikan Jasmani dan Olahraga
UNIVERSITAS RIAU,131052,PGSD,Sarjana,48,1.392,Tidak Ada
UNIVERSITAS RIAU,131053,PAUD,Sarjana,32,191,Tidak Ada
UNIVERSITAS RIAU,131062,KEDOKTERAN HEWAN,Sarjana,16,337,Tidak Ada
UNIVERSITAS RIAU,131063,ILMU TANAH,Sarjana,28,(Prodi Baru),Tidak Ada
UNIVERSITAS RIAU,131064,PROTEKSI TANAMAN,Sarjana,28,(Prodi Baru),Tidak Ada
UNIVERSITAS RIAU,131037,PARIWISATA,Sarjana Terapan,40,244,Tidak Ada
UNIVERSITAS RIAU,131054,PERPAJAKAN,Diploma Tiga,48,231,Tidak Ada
UNIVERSITAS RIAU,131055,TEKNIK KIMIA,Diploma Tiga,36,51,Tidak Ada
UNIVERSITAS RIAU,131056,AKUNTANSI,Diploma Tiga,48,67,Tidak Ada
UNIVERSITAS RIAU,131057,TEKNIK ELEKTRO,Diploma Tiga,24,38,Tidak Ada
UNIVERSITAS RIAU,131058,TEKNIK MESIN,Diploma Tiga,24,63,Tidak Ada
UNIVERSITAS RIAU,131059,TEKNOLOGI PULP DAN KERTAS,Diploma Tiga,24,178,Tidak Ada
UNIVERSITAS RIAU,131060,TEKNIK SIPIL,Diploma Tiga,36,76,Tidak Ada
UNIVERSITAS RIAU,131061,MANAJEMEN INFORMATIKA,Diploma Tiga,32,76,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS MARITIM RAJA ALI HAJI,133001,TEKNIK ELEKTRO,Sarjana,80,71,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133002,TEKNIK INFORMATIKA,Sarjana,66,197,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133003,ILMU KELAUTAN,Sarjana,36,43,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133004,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,25,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133005,PENDIDIKAN MATEMATIKA,Sarjana,54,38,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133006,PENDIDIKAN BIOLOGI,Sarjana,54,39,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133007,PENDIDIKAN KIMIA,Sarjana,36,14,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133008,BUDI DAYA PERAIRAN,Sarjana,32,12,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133009,TEKNOLOGI HASIL PERIKANAN,Sarjana,32,25,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133010,SOSIAL EKONOMI PERIKANAN,Sarjana,32,20,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133011,TEKNIK PERKAPALAN,Sarjana,80,79,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133012,PENDIDIKAN BAHASA INDONESIA,Sarjana,72,76,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133013,AKUNTANSI,Sarjana,100,167,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133014,ILMU ADMINISTRASI NEGARA,Sarjana,72,146,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133015,ILMU PEMERINTAHAN,Sarjana,54,126,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133016,SOSIOLOGI,Sarjana,54,44,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133017,PENDIDIKAN BAHASA INGGRIS,Sarjana,72,64,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133018,MANAJEMEN,Sarjana,100,239,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133019,ILMU HUKUM,Sarjana,108,162,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133020,ILMU HUBUNGAN INTERNASIONAL,Sarjana,36,90,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133021,KEDOKTERAN,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133022,TEKNIK INDUSTRI,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133023,KIMIA,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133024,BISNIS DIGITAL,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133025,KEWIRAUSAHAAN,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,133026,"KAJIAN FILM, TELEVISI, DAN MEDIA",Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS ANDALAS,141001,AGRIBISNIS,Sarjana,80,614,Tidak Ada
UNIVERSITAS ANDALAS,141002,AGROTEKNOLOGI,Sarjana,90,449,Tidak Ada
UNIVERSITAS ANDALAS,141003,KEDOKTERAN,Sarjana,88,2.699,Tidak Ada
UNIVERSITAS ANDALAS,141004,KEPERAWATAN,Sarjana,63,1.104,Tidak Ada
UNIVERSITAS ANDALAS,141005,KESEHATAN MASYARAKAT,Sarjana,70,1.206,Tidak Ada
UNIVERSITAS ANDALAS,141006,KEDOKTERAN GIGI,Sarjana,35,920,Tidak Ada
UNIVERSITAS ANDALAS,141007,KIMIA,Sarjana,50,161,Tidak Ada
UNIVERSITAS ANDALAS,141008,BIOLOGI,Sarjana,50,177,Tidak Ada
UNIVERSITAS ANDALAS,141009,MATEMATIKA,Sarjana,50,156,Tidak Ada
UNIVERSITAS ANDALAS,141010,FISIKA,Sarjana,50,90,Tidak Ada
UNIVERSITAS ANDALAS,141011,TEKNIK KOMPUTER,Sarjana,40,640,Tidak Ada
UNIVERSITAS ANDALAS,141012,PETERNAKAN,Sarjana,160,568,Tidak Ada
UNIVERSITAS ANDALAS,141013,TEKNIK MESIN,Sarjana,60,601,Tidak Ada
UNIVERSITAS ANDALAS,141014,TEKNIK SIPIL,Sarjana,70,958,Tidak Ada
UNIVERSITAS ANDALAS,141015,TEKNIK INDUSTRI,Sarjana,52,1.057,Tidak Ada
UNIVERSITAS ANDALAS,141016,TEKNIK LINGKUNGAN,Sarjana,50,587,Tidak Ada
UNIVERSITAS ANDALAS,141017,TEKNIK ELEKTRO,Sarjana,70,566,Tidak Ada
UNIVERSITAS ANDALAS,141018,FARMASI,Sarjana,70,2.159,Tidak Ada
UNIVERSITAS ANDALAS,141019,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,49,249,Tidak Ada
UNIVERSITAS ANDALAS,141020,TEKNOLOGI HASIL PERTANIAN,Sarjana,49,249,Tidak Ada
UNIVERSITAS ANDALAS,141021,SISTEM INFORMASI,Sarjana,40,963,Tidak Ada
UNIVERSITAS ANDALAS,141022,PSIKOLOGI,Sarjana,53,1.229,Tidak Ada
UNIVERSITAS ANDALAS,141023,ILMU TANAH,Sarjana,55,219,Tidak Ada
UNIVERSITAS ANDALAS,141024,AGROEKOTEKNOLOGI,Sarjana,53,182,Tidak Ada
UNIVERSITAS ANDALAS,141025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),Sarjana,50,111,Tidak Ada
UNIVERSITAS ANDALAS,141026,KEBIDANAN,Sarjana,35,550,Tidak Ada
UNIVERSITAS ANDALAS,141027,GIZI,Sarjana,42,1.038,Tidak Ada
UNIVERSITAS ANDALAS,141028,PROTEKSI TANAMAN,Sarjana,75,125,Tidak Ada
UNIVERSITAS ANDALAS,141029,PENYULUHAN PERTANIAN,Sarjana,22,141,Tidak Ada
UNIVERSITAS ANDALAS,141030,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,35,203,Tidak Ada
UNIVERSITAS ANDALAS,141031,ILMU BIOMEDIS,Sarjana,18,408,Tidak Ada
UNIVERSITAS ANDALAS,141032,EKONOMI,Sarjana,65,538,Tidak Ada
UNIVERSITAS ANDALAS,141033,HUKUM,Sarjana,210,2.073,Tidak Ada
UNIVERSITAS ANDALAS,141034,SEJARAH,Sarjana,48,121,Tidak Ada
UNIVERSITAS ANDALAS,141035,SOSIOLOGI,Sarjana,45,250,Tidak Ada
UNIVERSITAS ANDALAS,141036,ANTROPOLOGI SOSIAL,Sarjana,40,256,Tidak Ada
UNIVERSITAS ANDALAS,141037,MANAJEMEN,Sarjana,90,1.640,Tidak Ada
UNIVERSITAS ANDALAS,141038,AKUNTANSI,Sarjana,90,1.240,Tidak Ada
UNIVERSITAS ANDALAS,141039,ILMU POLITIK,Sarjana,35,309,Tidak Ada
UNIVERSITAS ANDALAS,141040,ADMINISTRASI PUBLIK,Sarjana,35,667,Tidak Ada
UNIVERSITAS ANDALAS,141041,SASTRA INDONESIA,Sarjana,48,169,Tidak Ada
UNIVERSITAS ANDALAS,141042,SASTRA INGGRIS,Sarjana,60,355,Tidak Ada
UNIVERSITAS ANDALAS,141043,SASTRA MINANGKABAU,Sarjana,38,49,Tidak Ada
UNIVERSITAS ANDALAS,141044,SASTRA JEPANG,Sarjana,44,204,Tidak Ada
UNIVERSITAS ANDALAS,141045,HUBUNGAN INTERNASIONAL,Sarjana,40,532,Tidak Ada
UNIVERSITAS ANDALAS,141046,ILMU KOMUNIKASI,Sarjana,53,1.162,Tidak Ada
UNIVERSITAS ANDALAS,141047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),Sarjana,35,221,Tidak Ada
UNIVERSITAS ANDALAS,141048,EKONOMI (KAMPUS 2 PAYAKUMBUH),Sarjana,40,134,Tidak Ada
UNIVERSITAS ANDALAS,141053,INFORMATIKA,Sarjana,20,778,Tidak Ada
UNIVERSITAS ANDALAS,141054,ARSITEKTUR,Sarjana,14,(Prodi Baru),Tidak Ada
UNIVERSITAS ANDALAS,141055,EKONOMI ISLAM,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS ANDALAS,141056,KEWIRAUSAHAAN,Sarjana,12,(Prodi Baru),Tidak Ada
UNIVERSITAS ANDALAS,141049,AKUNTANSI,Diploma Tiga,35,104,Tidak Ada
UNIVERSITAS ANDALAS,141050,ADMINISTRASI PERKANTORAN,Diploma Tiga,25,166,Tidak Ada
UNIVERSITAS ANDALAS,141051,PERBANKAN DAN KEUANGAN,Diploma Tiga,45,147,Tidak Ada
UNIVERSITAS ANDALAS,141052,MANAJEMEN PEMASARAN,Diploma Tiga,25,85,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS NEGERI PADANG,142001,PENDIDIKAN MATEMATIKA,Sarjana,64,349,Tidak Ada
UNIVERSITAS NEGERI PADANG,142002,MATEMATIKA (NK),Sarjana,44,118,Tidak Ada
UNIVERSITAS NEGERI PADANG,142003,PENDIDIKAN BIOLOGI,Sarjana,60,215,Tidak Ada
UNIVERSITAS NEGERI PADANG,142004,BIOLOGI (NK),Sarjana,52,156,Tidak Ada
UNIVERSITAS NEGERI PADANG,142005,PENDIDIKAN FISIKA,Sarjana,70,81,Tidak Ada
UNIVERSITAS NEGERI PADANG,142006,FISIKA (NK),Sarjana,56,94,Tidak Ada
UNIVERSITAS NEGERI PADANG,142007,PENDIDIKAN KIMIA,Sarjana,60,91,Tidak Ada
UNIVERSITAS NEGERI PADANG,142008,KIMIA (NK),Sarjana,60,127,Tidak Ada
UNIVERSITAS NEGERI PADANG,142009,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,26,65,Tidak Ada
UNIVERSITAS NEGERI PADANG,142010,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,44,58,Tidak Ada
UNIVERSITAS NEGERI PADANG,142011,PENDIDIKAN TEKNIK ELEKTRONIKA,Sarjana,32,58,Tidak Ada
UNIVERSITAS NEGERI PADANG,142012,PENDIDIKAN TEKNIK MESIN,Sarjana,39,90,Tidak Ada
UNIVERSITAS NEGERI PADANG,142013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,52,122,Tidak Ada
UNIVERSITAS NEGERI PADANG,142014,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,40,477,Tidak Ada
UNIVERSITAS NEGERI PADANG,142015,ILMU KEOLAHRAGAAN (NK),Sarjana,64,85,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI PADANG,142016,TEKNIK PERTAMBANGAN (NK),Sarjana,32,1.120,Tidak Ada
UNIVERSITAS NEGERI PADANG,142018,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,60,147,Tidak Ada
UNIVERSITAS NEGERI PADANG,142019,TEKNIK SIPIL,Sarjana,52,833,Tidak Ada
UNIVERSITAS NEGERI PADANG,142020,STATISTIKA (NK),Sarjana,36,291,Tidak Ada
UNIVERSITAS NEGERI PADANG,142021,TEKNIK MESIN (NK),Sarjana,39,355,Tidak Ada
UNIVERSITAS NEGERI PADANG,142023,INFORMATIKA,Sarjana,40,1.270,Tidak Ada
UNIVERSITAS NEGERI PADANG,142024,ADMINISTRASI PENDIDIKAN,Sarjana,90,562,Tidak Ada
UNIVERSITAS NEGERI PADANG,142025,PENDIDIKAN LUAR BIASA,Sarjana,92,256,Tidak Ada
UNIVERSITAS NEGERI PADANG,142026,TEKNOLOGI PENDIDIKAN,Sarjana,72,226,Tidak Ada
UNIVERSITAS NEGERI PADANG,142027,PENDIDIKAN NON FORMAL,Sarjana,64,136,Tidak Ada
UNIVERSITAS NEGERI PADANG,142028,BIMBINGAN DAN KONSELING,Sarjana,84,676,Tidak Ada
UNIVERSITAS NEGERI PADANG,142029,PSIKOLOGI,Sarjana,120,1.701,Tidak Ada
UNIVERSITAS NEGERI PADANG,142030,PGSD (PENDIDIKAN GURU SEKOLAH DASAR),Sarjana,172,2.496,Tidak Ada
UNIVERSITAS NEGERI PADANG,142031,PEND. GURU PENDIDIKAN ANAK USIA DINI,Sarjana,72,397,Tidak Ada
UNIVERSITAS NEGERI PADANG,142032,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,96,552,Tidak Ada
UNIVERSITAS NEGERI PADANG,142033,SASTRA INDONESIA,Sarjana,48,128,Tidak Ada
UNIVERSITAS NEGERI PADANG,142034,PENDD. BHS INGGRIS,Sarjana,80,418,Tidak Ada
UNIVERSITAS NEGERI PADANG,142035,SASTRA INGGRIS,Sarjana,48,277,Tidak Ada
UNIVERSITAS NEGERI PADANG,142036,PENDIDIKAN SENI RUPA,Sarjana,52,53,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI PADANG,142037,PENDIDIKAN SENDRATASIK,Sarjana,60,64,Sendratasik
UNIVERSITAS NEGERI PADANG,142038,PENDIDIKAN GEOGRAFI,Sarjana,48,200,Tidak Ada
UNIVERSITAS NEGERI PADANG,142039,PENDIDIKAN SEJARAH,Sarjana,56,222,Tidak Ada
UNIVERSITAS NEGERI PADANG,142040,PENDIDIKAN SOSIOLOGI,Sarjana,80,397,Tidak Ada
UNIVERSITAS NEGERI PADANG,142041,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,56,307,Tidak Ada
UNIVERSITAS NEGERI PADANG,142042,ILMU ADMINISTRASI NEGARA (NK),Sarjana,140,1.288,Tidak Ada
UNIVERSITAS NEGERI PADANG,142043,PENDIDIKAN EKONOMI,Sarjana,72,317,Tidak Ada
UNIVERSITAS NEGERI PADANG,142044,MANAJEMEN (NK),Sarjana,76,1.858,Tidak Ada
UNIVERSITAS NEGERI PADANG,142045,AKUNTANSI (NK),Sarjana,48,930,Tidak Ada
UNIVERSITAS NEGERI PADANG,142046,EKONOMI PEMBANGUNAN (NK),Sarjana,62,464,Tidak Ada
UNIVERSITAS NEGERI PADANG,142047,PENDD. KESEJAHTERAAN KELUARGA,Sarjana,44,358,Tidak Ada
UNIVERSITAS NEGERI PADANG,142049,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",Sarjana,160,442,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI PADANG,142050,PENDD. KEPELATIHAN OLAHRAGA,Sarjana,120,330,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI PADANG,142051,GEOGRAFI (NK),Sarjana,48,237,Tidak Ada
UNIVERSITAS NEGERI PADANG,142053,DESAIN KOMUNIKASI VISUAL,Sarjana,82,388,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI PADANG,142054,PENDIDIKAN BAHASA JEPANG,Sarjana,36,107,Tidak Ada
UNIVERSITAS NEGERI PADANG,142055,PENDIDIKAN MUSIK,Sarjana,24,47,Musik
UNIVERSITAS NEGERI PADANG,142056,PENDIDIKAN AGAMA ISLAM,Sarjana,56,524,Tidak Ada
UNIVERSITAS NEGERI PADANG,142057,PERPUSTAKAAN DAN ILMU INFORMASI,Sarjana,32,500,Tidak Ada
UNIVERSITAS NEGERI PADANG,142058,PENDIDIKAN TARI,Sarjana,24,49,Tari
